observation_id,network_name,latitude,longitude,rssi_dbm,signal_std_dbm,distance_to_ap_m,connected_devices,avg_download_mbps,peak_usage_hours,frequency_mhz,timestamp
514,Network_D,13.08085,80.270721,-54.12,1.85,63.44,79,36.5,0,2400,2026-01-02 19:57:00
515,Network_C,13.084453,80.269802,-53.2,7.51,53.17,76,33.15,0,2400,2026-01-17 02:45:00
516,Network_C,13.080955,80.270249,-49.74,7.84,46.0,78,35.27,0,2400,2026-01-20 03:46:00
517,Network_A,13.084178,80.269423,-83.98,6.29,142.41,6,2.67,0,2400,2026-01-26 21:32:00
518,Network_B,13.083669,80.269613,-49.58,2.18,13.48,19,52.92,0,2400,2026-01-04 10:31:00
519,Network_C,13.083009,80.271396,-41.33,1.54,7.42,61,43.04,0,2400,2026-01-13 22:46:00
520,Network_B,13.084436,80.269224,-66.85,3.18,120.62,45,29.37,0,5000,2026-01-15 16:48:00
521,Network_D,13.082139,80.270845,-68.79,3.06,109.02,32,22.62,1,5000,2026-01-11 22:08:00
522,Network_B,13.084155,80.272687,-58.6,2.54,66.89,55,37.05,0,2400,2026-01-28 15:48:00
523,Network_C,13.082711,80.272058,-75.6,4.59,99.37,54,15.15,1,5000,2026-01-11 16:06:00
524,Network_A,13.081365,80.270031,-86.97,7.24,141.29,12,4.97,0,2400,2026-01-24 18:35:00
525,Network_D,13.080901,80.269087,-76.6,1.28,109.47,11,19.67,0,5000,2026-01-11 10:32:00
526,Network_B,13.082571,80.271124,-62.58,4.75,67.11,12,56.85,0,2400,2026-01-10 07:02:00
527,Network_B,13.08265,80.272481,-43.46,2.84,13.3,23,76.18,0,5000,2026-01-04 23:24:00
528,Network_C,13.08232,80.272695,-52.21,2.08,12.97,57,40.87,0,5000,2026-01-22 09:48:00
529,Network_B,13.081913,80.272566,-76.51,7.37,141.98,68,1.0,1,5000,2026-01-06 14:30:00
530,Network_B,13.081346,80.272543,-56.45,6.13,82.94,41,29.27,1,5000,2026-01-18 00:38:00
531,Network_A,13.08423,80.269088,-50.86,3.07,13.08,44,34.8,1,5000,2026-01-07 01:20:00
532,Network_B,13.083789,80.269382,-64.44,6.47,60.75,26,24.76,0,2400,2026-01-26 02:40:00
533,Network_A,13.081598,80.270718,-70.23,7.77,42.82,29,27.22,1,2400,2026-01-01 11:18:00
534,Network_A,13.082977,80.272172,-71.57,1.65,89.55,40,35.97,0,2400,2026-01-30 20:42:00
535,Network_A,13.081676,80.272567,-84.73,7.27,143.93,66,1.0,0,5000,2026-01-13 22:25:00
536,Network_C,13.081392,80.269767,-52.37,6.75,22.33,3,53.08,1,2400,2026-01-22 10:19:00
537,Network_B,13.081983,80.269469,-57.81,4.11,49.87,19,57.1,0,5000,2026-01-22 21:28:00
538,Network_C,13.0841,80.270224,-64.25,7.91,76.93,53,26.76,0,5000,2026-01-13 03:25:00
539,Network_B,13.084075,80.270541,-48.1,4.81,36.55,6,67.38,0,5000,2026-01-27 08:19:00
540,Network_B,13.083741,80.27159,-52.23,7.06,6.07,26,44.61,1,2400,2026-01-17 08:24:00
541,Network_A,13.080972,80.269968,-48.26,7.01,43.69,15,73.31,0,2400,2026-01-10 12:51:00
542,Network_D,13.08163,80.271243,-85.74,2.23,148.98,24,12.48,0,2400,2026-01-06 20:18:00
543,Network_D,13.082485,80.271608,-65.95,7.41,105.47,59,31.17,1,5000,2026-01-24 04:47:00
544,Network_A,13.080708,80.269743,-69.06,4.83,80.15,36,33.7,0,2400,2026-01-29 03:22:00
545,Network_A,13.082668,80.269941,-63.02,2.81,31.36,27,42.2,0,2400,2026-01-29 08:28:00
546,Network_C,13.081125,80.271804,-77.59,5.51,122.15,74,11.79,0,5000,2026-01-27 12:16:00
547,Network_B,13.083927,80.269707,-85.59,2.86,124.44,50,3.8,1,2400,2026-01-28 04:16:00
548,Network_D,13.081117,80.269282,-89.9,1.75,132.18,55,16.44,0,5000,2026-01-06 12:39:00
549,Network_A,13.081001,80.26915,-51.07,2.82,12.15,40,48.67,0,5000,2026-01-28 12:49:00
550,Network_A,13.08404,80.271541,-54.84,5.47,21.31,53,46.84,0,5000,2026-01-05 23:30:00
551,Network_D,13.081817,80.272423,-41.74,6.85,8.57,48,65.45,0,5000,2026-01-03 19:22:00
552,Network_C,13.083285,80.271289,-51.53,1.28,23.61,53,49.73,0,5000,2026-01-21 06:03:00
553,Network_A,13.082537,80.26892,-57.84,5.49,66.9,78,22.06,0,2400,2026-01-01 00:48:00
554,Network_C,13.08459,80.27014,-56.72,5.64,74.29,28,42.33,0,5000,2026-01-15 09:50:00
555,Network_C,13.08111,80.268748,-51.34,7.09,25.26,29,46.95,1,5000,2026-01-20 18:37:00
556,Network_C,13.081249,80.272451,-49.36,3.34,56.03,74,18.53,1,2400,2026-01-17 05:40:00
557,Network_D,13.083583,80.270756,-65.91,5.08,92.83,28,45.66,1,5000,2026-01-17 18:23:00
558,Network_D,13.081453,80.269437,-42.57,1.12,13.27,30,73.52,0,2400,2026-01-22 08:13:00
559,Network_A,13.082007,80.270098,-64.13,5.07,91.47,7,47.73,1,5000,2026-01-10 00:03:00
560,Network_A,13.081204,80.269219,-76.49,1.74,103.05,69,12.34,1,5000,2026-01-24 03:32:00
561,Network_B,13.080983,80.271342,-75.75,7.65,122.33,67,29.08,0,2400,2026-01-27 22:24:00
562,Network_A,13.080834,80.271019,-56.51,2.65,29.14,47,34.99,1,2400,2026-01-04 20:57:00
563,Network_C,13.084604,80.269589,-57.89,7.27,35.18,17,48.09,1,2400,2026-01-19 23:28:00
564,Network_C,13.082674,80.272347,-88.22,7.15,139.56,35,1.0,0,2400,2026-01-28 17:37:00
565,Network_A,13.083155,80.269592,-70.95,4.65,84.12,62,23.09,0,5000,2026-01-29 06:53:00
566,Network_B,13.082043,80.270998,-69.82,3.96,79.64,55,22.13,0,5000,2026-01-08 14:11:00
567,Network_A,13.08136,80.269198,-63.1,1.38,58.06,49,26.33,0,5000,2026-01-07 02:33:00
568,Network_A,13.082424,80.270742,-60.59,2.28,25.39,50,18.7,1,2400,2026-01-16 00:02:00
569,Network_B,13.083447,80.269674,-74.11,7.37,120.79,18,24.58,0,2400,2026-01-18 06:05:00
570,Network_C,13.081013,80.270994,-46.37,7.67,19.26,11,58.81,1,5000,2026-01-26 16:03:00
571,Network_B,13.081772,80.272349,-74.0,6.04,96.81,31,24.79,1,5000,2026-01-27 14:48:00
572,Network_A,13.083992,80.26964,-61.75,1.75,99.58,47,21.51,0,5000,2026-01-22 12:14:00
573,Network_D,13.083979,80.272697,-49.65,7.76,35.66,39,44.64,0,5000,2026-01-16 19:23:00
574,Network_A,13.081243,80.27261,-83.74,1.7,144.83,78,1.0,1,5000,2026-01-14 06:48:00
575,Network_A,13.081054,80.270069,-87.71,2.17,147.3,46,17.39,0,2400,2026-01-22 01:37:00
576,Network_A,13.081274,80.271332,-76.04,3.14,110.48,71,17.52,0,5000,2026-01-01 12:47:00
577,Network_D,13.081396,80.270145,-70.34,4.74,97.41,15,29.52,0,2400,2026-01-05 08:29:00
578,Network_D,13.082428,80.271886,-68.91,5.23,91.34,20,42.64,0,5000,2026-01-24 09:55:00
579,Network_B,13.083275,80.269809,-67.69,5.35,70.2,59,13.13,1,2400,2026-01-11 20:35:00
580,Network_D,13.084155,80.270327,-73.61,4.19,115.54,52,16.1,0,2400,2026-01-17 20:11:00
581,Network_A,13.081282,80.272212,-56.21,2.25,44.03,74,27.25,0,5000,2026-01-08 00:20:00
582,Network_A,13.083013,80.271091,-72.83,1.37,112.14,20,24.84,0,5000,2026-01-25 23:43:00
583,Network_A,13.084683,80.270621,-59.79,6.61,75.45,40,41.3,0,5000,2026-01-25 02:34:00
584,Network_A,13.082669,80.269469,-61.66,3.35,72.27,8,51.52,0,5000,2026-01-03 18:21:00
585,Network_B,13.084295,80.270526,-52.03,2.27,26.67,57,45.96,0,2400,2026-01-25 22:11:00
586,Network_B,13.084113,80.272434,-81.53,1.2,140.23,61,1.0,1,5000,2026-01-25 12:32:00
587,Network_C,13.081138,80.272563,-58.88,6.02,30.34,71,24.92,1,5000,2026-01-13 19:40:00
588,Network_B,13.081102,80.270737,-54.05,4.73,8.58,13,44.4,1,5000,2026-01-01 00:28:00
589,Network_C,13.083241,80.268866,-54.77,1.73,34.99,34,55.68,0,5000,2026-01-21 11:45:00
590,Network_B,13.084133,80.270332,-75.41,1.22,147.14,55,18.18,1,5000,2026-01-20 20:01:00
591,Network_A,13.083195,80.269236,-50.83,4.64,21.79,46,48.9,0,2400,2026-01-01 17:20:00
592,Network_C,13.083457,80.270066,-56.82,4.79,36.26,32,53.55,0,2400,2026-01-15 09:46:00
593,Network_A,13.080899,80.2693,-56.37,1.12,82.95,62,40.33,0,2400,2026-01-21 17:05:00
594,Network_D,13.082967,80.272429,-80.56,4.49,101.56,40,26.34,1,2400,2026-01-03 09:37:00
595,Network_A,13.083761,80.270641,-56.9,7.11,26.66,14,47.65,1,2400,2026-01-30 08:34:00
596,Network_D,13.08375,80.27104,-52.82,2.45,43.6,35,54.06,0,5000,2026-01-01 03:31:00
597,Network_D,13.08396,80.269743,-56.44,1.55,48.05,46,42.84,0,5000,2026-01-16 23:18:00
598,Network_D,13.083165,80.272543,-81.93,2.92,135.92,43,10.07,1,5000,2026-01-04 18:24:00
599,Network_B,13.084166,80.271074,-56.77,5.9,23.43,25,37.43,1,2400,2026-01-18 08:48:00
600,Network_A,13.083959,80.272445,-64.61,3.76,79.46,21,36.5,1,5000,2026-01-28 10:20:00
601,Network_B,13.082661,80.272087,-84.86,4.44,125.63,19,1.0,1,5000,2026-01-30 03:14:00
602,Network_D,13.082646,80.270036,-54.54,4.22,20.49,9,61.43,0,5000,2026-01-08 02:55:00
603,Network_D,13.081028,80.269894,-76.65,2.29,102.49,8,17.49,0,5000,2026-01-23 12:08:00
604,Network_B,13.081006,80.271356,-64.06,6.06,39.45,72,14.83,1,2400,2026-01-08 10:22:00
605,Network_A,13.08411,80.269493,-71.34,3.23,131.79,31,20.68,0,2400,2026-01-11 02:47:00
606,Network_D,13.081028,80.269484,-80.77,7.46,141.85,20,13.46,1,2400,2026-01-16 19:14:00
607,Network_D,13.080852,80.271615,-66.48,3.68,81.57,13,30.13,1,5000,2026-01-07 09:10:00
608,Network_D,13.08361,80.269161,-72.94,7.16,90.28,28,30.95,0,5000,2026-01-21 02:22:00
609,Network_D,13.082342,80.272433,-70.14,3.53,97.42,10,38.54,1,2400,2026-01-26 01:53:00
610,Network_C,13.081081,80.26881,-65.75,6.07,63.53,58,29.18,0,2400,2026-01-23 14:16:00
611,Network_A,13.083683,80.272682,-66.3,1.11,101.52,25,37.43,0,5000,2026-01-19 10:47:00
612,Network_A,13.081519,80.270966,-71.69,2.96,99.18,45,7.93,0,5000,2026-01-02 22:05:00
613,Network_C,13.08423,80.270987,-57.96,4.49,53.09,30,62.42,0,5000,2026-01-27 06:40:00
614,Network_D,13.083852,80.269889,-48.94,5.5,24.67,36,36.72,1,2400,2026-01-07 21:30:00
615,Network_B,13.081323,80.269674,-80.64,7.44,127.12,37,22.59,1,5000,2026-01-08 08:58:00
616,Network_B,13.081962,80.271856,-69.29,2.7,103.86,7,44.4,0,5000,2026-01-04 01:01:00
617,Network_D,13.082166,80.270193,-48.52,2.33,26.95,64,46.14,0,2400,2026-01-07 17:17:00
618,Network_A,13.081185,80.272644,-67.89,7.38,118.2,69,3.91,0,2400,2026-01-09 16:57:00
619,Network_D,13.081337,80.270117,-53.43,2.51,65.82,36,42.73,0,5000,2026-01-02 18:48:00
620,Network_D,13.082361,80.269377,-48.27,3.01,32.19,29,64.4,0,2400,2026-01-15 10:43:00
621,Network_C,13.080849,80.27237,-60.96,2.33,102.6,77,1.0,1,5000,2026-01-20 18:29:00
622,Network_B,13.08109,80.269912,-66.45,1.46,97.54,76,15.63,0,2400,2026-01-16 12:52:00
623,Network_B,13.082158,80.272075,-52.12,6.34,33.27,35,63.69,0,5000,2026-01-05 18:12:00
624,Network_A,13.082428,80.272566,-64.24,7.66,70.57,55,12.69,1,5000,2026-01-30 08:24:00
625,Network_C,13.082101,80.269033,-67.35,4.1,110.06,37,17.99,1,5000,2026-01-18 20:55:00
626,Network_B,13.082716,80.268754,-53.97,7.22,57.62,54,32.25,1,2400,2026-01-25 00:32:00
627,Network_D,13.081478,80.270948,-56.4,5.95,50.61,15,54.3,0,2400,2026-01-22 13:01:00
628,Network_D,13.081473,80.272503,-64.35,1.26,64.26,13,45.35,0,5000,2026-01-26 06:30:00
629,Network_A,13.081672,80.271679,-53.21,3.0,29.39,37,27.29,1,2400,2026-01-19 09:09:00
630,Network_C,13.083923,80.272001,-69.31,2.88,130.89,66,12.78,0,5000,2026-01-22 18:39:00
631,Network_C,13.082977,80.272383,-90.0,7.62,145.42,57,16.34,0,2400,2026-01-05 08:33:00
632,Network_A,13.083218,80.269728,-74.97,1.42,121.12,44,32.73,1,2400,2026-01-10 06:14:00
633,Network_D,13.083126,80.27141,-62.25,7.63,81.24,56,35.3,1,5000,2026-01-03 08:10:00
634,Network_A,13.083282,80.272268,-71.54,2.86,111.27,10,33.88,0,2400,2026-01-14 00:48:00
635,Network_B,13.082472,80.270946,-72.96,4.08,128.11,66,10.63,1,2400,2026-01-28 00:51:00
636,Network_D,13.080939,80.272254,-57.53,7.58,52.72,33,31.19,0,5000,2026-01-15 13:42:00
637,Network_A,13.081202,80.269944,-74.67,6.58,133.46,8,28.38,1,2400,2026-01-15 07:15:00
638,Network_C,13.082045,80.271047,-53.58,6.49,19.92,33,51.36,1,5000,2026-01-30 00:43:00
639,Network_A,13.083799,80.270949,-74.95,1.15,85.14,22,26.35,0,2400,2026-01-18 23:32:00
640,Network_B,13.084698,80.27119,-58.06,1.35,67.49,64,17.37,0,5000,2026-01-12 02:46:00
641,Network_B,13.083162,80.270323,-54.12,5.8,10.96,19,38.66,1,2400,2026-01-11 13:07:00
642,Network_D,13.080921,80.270852,-43.66,5.53,15.23,64,36.45,1,5000,2026-01-30 01:11:00
643,Network_B,13.083698,80.27161,-74.89,7.79,96.33,18,11.85,0,5000,2026-01-02 21:39:00
644,Network_D,13.084047,80.269355,-55.44,2.67,45.16,51,26.93,1,2400,2026-01-07 20:03:00
645,Network_D,13.082345,80.269281,-64.75,7.88,81.03,26,43.07,0,5000,2026-01-26 21:50:00
646,Network_D,13.083786,80.272361,-78.91,6.48,128.9,14,20.69,0,2400,2026-01-21 17:03:00
647,Network_B,13.084081,80.271609,-84.03,2.48,147.21,68,1.0,1,2400,2026-01-29 03:24:00
648,Network_A,13.084694,80.268799,-71.36,4.88,126.11,77,6.76,1,2400,2026-01-29 02:33:00
649,Network_C,13.084401,80.272172,-63.69,5.36,77.45,72,13.58,1,2400,2026-01-28 13:49:00
650,Network_C,13.084617,80.271485,-66.62,6.25,102.44,67,13.85,0,5000,2026-01-06 15:28:00
651,Network_D,13.081735,80.268804,-53.45,5.16,46.36,27,53.8,0,5000,2026-01-20 17:39:00
652,Network_D,13.083975,80.269167,-63.9,4.85,100.12,35,30.68,0,5000,2026-01-24 11:57:00
653,Network_D,13.084002,80.26894,-59.86,5.63,59.55,68,26.01,1,5000,2026-01-14 15:37:00
654,Network_B,13.082451,80.270059,-77.25,3.49,109.26,26,8.26,1,2400,2026-01-19 04:45:00
655,Network_C,13.081789,80.26917,-54.64,4.73,41.54,59,33.13,1,5000,2026-01-26 17:46:00
656,Network_A,13.082793,80.269167,-47.31,3.16,23.71,25,68.09,0,2400,2026-01-29 23:08:00
657,Network_A,13.080845,80.269107,-75.23,4.51,110.63,53,6.9,0,5000,2026-01-29 14:52:00
658,Network_B,13.08264,80.270863,-73.7,5.85,123.66,44,11.7,1,2400,2026-01-27 12:19:00
659,Network_D,13.082897,80.272419,-80.99,5.27,142.44,12,10.17,0,5000,2026-01-12 13:34:00
660,Network_C,13.083108,80.27149,-58.17,6.07,18.12,40,31.68,1,5000,2026-01-08 19:29:00
661,Network_C,13.081492,80.270452,-51.64,4.65,64.27,73,17.52,0,5000,2026-01-11 22:34:00
662,Network_A,13.082989,80.270467,-56.51,6.3,55.27,14,46.68,1,5000,2026-01-24 15:57:00
663,Network_B,13.082083,80.271931,-53.37,2.77,40.72,28,63.9,0,5000,2026-01-30 16:13:00
664,Network_A,13.081633,80.272158,-64.82,4.8,49.86,12,23.89,1,5000,2026-01-27 02:19:00
665,Network_C,13.081834,80.269836,-68.09,5.27,74.93,4,53.21,0,5000,2026-01-18 13:58:00
666,Network_C,13.082216,80.269911,-52.83,7.32,71.61,70,35.47,0,5000,2026-01-22 10:29:00
667,Network_B,13.083995,80.272128,-61.94,2.62,65.19,71,16.1,0,2400,2026-01-01 08:06:00
668,Network_C,13.083683,80.268841,-61.45,4.32,88.39,62,28.86,0,2400,2026-01-22 23:19:00
669,Network_D,13.081344,80.270953,-79.59,7.03,141.85,12,6.34,1,2400,2026-01-14 01:44:00
670,Network_D,13.08369,80.272699,-72.29,5.11,110.12,58,10.18,0,2400,2026-01-20 19:49:00
671,Network_C,13.084361,80.270561,-40.45,1.45,14.16,43,76.07,0,5000,2026-01-15 05:33:00
672,Network_D,13.081629,80.272225,-63.42,4.01,52.6,44,37.09,0,2400,2026-01-21 12:01:00
673,Network_B,13.080919,80.27012,-73.71,6.1,74.88,12,22.26,1,5000,2026-01-28 06:51:00
674,Network_B,13.084102,80.270902,-80.33,3.22,124.75,17,3.76,0,2400,2026-01-27 15:43:00
675,Network_A,13.081092,80.270807,-49.5,4.25,13.28,66,24.72,1,2400,2026-01-09 21:29:00
676,Network_D,13.082035,80.269966,-74.86,1.92,117.23,6,40.29,0,5000,2026-01-18 14:48:00
677,Network_C,13.083539,80.270629,-62.07,2.38,80.45,18,31.16,1,2400,2026-01-24 03:51:00
678,Network_D,13.084112,80.27025,-58.87,3.73,51.86,40,35.75,1,2400,2026-01-18 06:34:00
679,Network_D,13.083042,80.271065,-71.83,3.32,109.28,33,39.82,0,5000,2026-01-06 06:52:00
680,Network_A,13.082305,80.27212,-54.17,5.22,67.63,72,21.24,0,2400,2026-01-15 04:31:00
681,Network_B,13.084668,80.271217,-57.43,6.7,58.69,44,38.62,0,2400,2026-01-10 06:38:00
682,Network_A,13.08196,80.269926,-54.24,6.13,27.08,34,38.41,0,5000,2026-01-04 10:02:00
683,Network_A,13.082613,80.269423,-58.06,1.03,75.42,16,56.29,0,2400,2026-01-11 14:08:00
684,Network_D,13.082631,80.271337,-58.46,6.29,79.05,51,26.51,1,5000,2026-01-03 04:55:00
685,Network_B,13.083906,80.270818,-59.53,5.4,74.83,5,61.77,0,2400,2026-01-21 22:40:00
686,Network_D,13.083908,80.272106,-62.05,2.4,75.04,37,28.52,1,5000,2026-01-30 02:27:00
687,Network_D,13.083389,80.270825,-48.34,2.21,19.34,54,47.87,0,5000,2026-01-17 02:18:00
688,Network_A,13.083325,80.270229,-53.02,5.58,45.86,41,52.08,0,2400,2026-01-22 09:27:00
689,Network_C,13.082483,80.268897,-60.02,3.14,87.55,75,11.85,1,2400,2026-01-06 01:50:00
690,Network_D,13.081861,80.272229,-54.92,7.36,26.32,5,73.28,0,5000,2026-01-23 01:19:00
691,Network_B,13.082863,80.271409,-71.51,3.8,106.88,61,18.42,1,5000,2026-01-27 11:42:00
692,Network_D,13.081206,80.27207,-61.27,2.39,57.52,48,51.13,0,5000,2026-01-13 23:20:00
693,Network_B,13.08187,80.26937,-64.48,5.71,59.96,24,37.96,0,5000,2026-01-11 00:08:00
694,Network_B,13.08259,80.27221,-50.24,6.98,10.84,63,47.19,0,5000,2026-01-16 00:05:00
695,Network_B,13.084414,80.271019,-71.69,5.35,101.72,59,23.99,0,2400,2026-01-15 07:32:00
696,Network_C,13.08346,80.270249,-64.52,1.11,55.19,43,39.11,0,5000,2026-01-17 08:54:00
697,Network_C,13.080784,80.268846,-75.22,3.17,135.87,53,5.58,1,5000,2026-01-12 05:42:00
698,Network_A,13.081005,80.271631,-71.65,5.45,94.45,77,16.11,1,5000,2026-01-27 15:39:00
699,Network_D,13.082851,80.271354,-66.47,2.05,118.68,64,12.51,0,2400,2026-01-10 11:43:00
700,Network_A,13.083881,80.269242,-65.11,4.27,69.9,11,52.26,0,5000,2026-01-16 17:51:00
701,Network_A,13.08252,80.270924,-62.55,2.99,63.58,16,35.47,1,2400,2026-01-16 01:26:00
702,Network_C,13.080837,80.27069,-54.25,4.03,27.45,70,13.36,1,2400,2026-01-16 17:00:00
703,Network_A,13.080933,80.272385,-78.82,2.8,131.79,15,19.77,0,5000,2026-01-13 08:50:00
704,Network_D,13.083061,80.270797,-48.36,4.17,46.04,46,50.44,0,2400,2026-01-02 05:49:00
705,Network_A,13.080875,80.269647,-77.94,2.83,134.01,33,21.16,0,2400,2026-01-28 22:01:00
706,Network_B,13.084226,80.270364,-73.21,2.34,109.45,54,20.0,1,5000,2026-01-22 21:55:00
707,Network_C,13.080963,80.27147,-61.79,3.87,87.93,35,40.71,0,2400,2026-01-09 22:16:00
708,Network_B,13.081389,80.271709,-72.78,6.35,137.18,59,38.29,0,2400,2026-01-05 03:18:00
709,Network_A,13.081205,80.272483,-54.76,7.54,24.22,37,43.48,1,5000,2026-01-12 21:57:00
710,Network_B,13.082472,80.271171,-75.76,6.76,116.65,17,22.68,1,2400,2026-01-17 05:56:00
711,Network_D,13.08362,80.270344,-63.7,1.36,96.24,58,35.28,0,5000,2026-01-11 19:05:00
712,Network_D,13.08432,80.271971,-61.43,1.71,55.21,47,35.09,1,5000,2026-01-09 20:59:00
713,Network_D,13.082706,80.269634,-57.63,2.6,64.39,69,33.25,0,2400,2026-01-14 13:44:00
714,Network_A,13.081719,80.272358,-46.37,6.67,21.39,5,90.0,0,2400,2026-01-18 06:06:00
715,Network_D,13.08176,80.271637,-70.53,4.43,97.21,73,15.37,1,5000,2026-01-02 05:45:00
716,Network_C,13.082525,80.269383,-61.84,5.28,43.75,77,20.42,0,2400,2026-01-19 15:47:00
717,Network_C,13.084349,80.272484,-57.12,7.27,40.48,26,32.67,1,5000,2026-01-06 12:19:00
718,Network_A,13.08449,80.270393,-49.54,4.81,6.35,33,58.06,0,2400,2026-01-14 09:57:00
719,Network_C,13.081358,80.271715,-73.26,6.78,145.38,41,23.13,1,5000,2026-01-16 13:11:00
720,Network_D,13.084114,80.272357,-57.29,4.87,43.47,38,38.66,1,5000,2026-01-18 05:35:00
721,Network_A,13.082478,80.269725,-55.39,4.39,32.61,49,21.0,1,5000,2026-01-10 02:11:00
722,Network_D,13.083266,80.268794,-63.74,1.66,67.38,3,44.13,1,2400,2026-01-01 00:37:00
723,Network_A,13.080914,80.269262,-68.72,4.81,95.27,74,1.0,1,5000,2026-01-05 10:51:00
724,Network_A,13.084547,80.27089,-43.11,7.27,14.32,21,91.63,0,2400,2026-01-26 21:37:00
725,Network_B,13.083906,80.271222,-49.43,1.5,47.47,52,25.63,1,2400,2026-01-23 10:25:00
726,Network_D,13.08231,80.269306,-66.05,1.04,69.07,26,35.08,1,5000,2026-01-10 01:05:00
727,Network_A,13.081983,80.272171,-62.14,2.45,38.72,53,44.31,0,5000,2026-01-02 11:08:00
728,Network_B,13.081645,80.269091,-73.81,1.39,88.54,63,17.22,0,5000,2026-01-21 08:38:00
729,Network_D,13.081774,80.271317,-66.28,5.86,82.37,19,44.65,0,5000,2026-01-30 18:16:00
730,Network_B,13.082583,80.271527,-81.77,4.47,141.39,28,11.77,0,2400,2026-01-15 07:21:00
731,Network_A,13.084483,80.269488,-80.03,4.78,131.93,39,28.0,0,5000,2026-01-24 13:57:00
732,Network_A,13.082673,80.271017,-51.64,5.43,32.42,45,53.33,0,2400,2026-01-13 15:52:00
733,Network_A,13.081015,80.270809,-64.92,4.02,63.4,63,25.23,0,5000,2026-01-25 08:17:00
734,Network_C,13.081832,80.272279,-40.62,1.56,8.51,50,36.1,1,2400,2026-01-11 23:55:00
735,Network_A,13.080946,80.26935,-84.21,1.46,134.78,14,16.79,0,5000,2026-01-30 02:44:00
736,Network_C,13.081567,80.271378,-79.64,3.97,145.75,57,1.3,0,2400,2026-01-02 19:00:00
737,Network_C,13.082641,80.270874,-61.75,5.83,49.19,30,47.4,0,2400,2026-01-30 15:16:00
738,Network_D,13.082809,80.271637,-46.56,2.51,12.99,66,44.27,0,2400,2026-01-19 19:55:00
739,Network_A,13.084287,80.269543,-57.77,5.47,37.99,6,58.15,0,5000,2026-01-30 23:43:00
740,Network_C,13.084069,80.271742,-54.49,7.25,29.39,40,39.26,1,2400,2026-01-10 22:38:00
741,Network_C,13.083131,80.270319,-55.13,3.57,37.66,59,21.94,0,5000,2026-01-03 22:39:00
742,Network_A,13.082234,80.272046,-77.7,6.73,99.36,72,18.49,0,2400,2026-01-27 06:48:00
743,Network_D,13.082293,80.270689,-80.39,1.97,101.78,30,9.01,0,2400,2026-01-18 18:07:00
744,Network_A,13.083415,80.270384,-74.81,1.77,144.41,63,17.68,0,5000,2026-01-13 12:15:00
745,Network_D,13.083114,80.270714,-78.26,4.54,130.73,71,13.96,0,2400,2026-01-06 12:53:00
746,Network_B,13.081601,80.271426,-54.65,2.3,41.77,18,53.0,1,2400,2026-01-26 01:27:00
747,Network_C,13.083779,80.270653,-50.4,6.49,53.97,11,56.52,1,5000,2026-01-24 19:03:00
748,Network_B,13.082119,80.271151,-57.03,2.82,89.88,23,58.96,0,2400,2026-01-12 15:59:00
749,Network_D,13.083505,80.271856,-67.31,2.34,55.89,4,20.95,1,5000,2026-01-14 20:25:00
750,Network_A,13.081367,80.268887,-70.99,5.93,118.03,53,17.0,0,5000,2026-01-30 02:56:00
751,Network_C,13.081721,80.271403,-63.87,6.75,83.67,39,23.41,0,2400,2026-01-24 11:42:00
752,Network_C,13.08227,80.270068,-71.68,1.66,125.67,58,11.61,0,5000,2026-01-14 22:07:00
753,Network_D,13.082348,80.269595,-68.53,6.14,140.22,21,33.75,0,2400,2026-01-05 02:34:00
754,Network_A,13.082657,80.270232,-52.35,4.11,37.2,43,45.58,1,2400,2026-01-06 12:33:00
755,Network_A,13.08117,80.272661,-49.15,2.24,35.36,35,33.62,1,2400,2026-01-21 10:55:00
756,Network_C,13.083199,80.270046,-58.62,7.31,35.63,40,37.46,0,5000,2026-01-28 09:32:00
757,Network_D,13.080902,80.272405,-78.24,1.65,144.44,5,8.83,1,2400,2026-01-14 15:49:00
758,Network_B,13.082192,80.269282,-60.03,1.29,63.89,58,23.35,0,2400,2026-01-24 22:05:00
759,Network_C,13.080875,80.270006,-78.67,4.07,95.38,63,3.37,1,2400,2026-01-14 22:27:00
760,Network_A,13.081978,80.271067,-45.93,6.27,15.47,6,89.57,0,2400,2026-01-07 11:40:00
761,Network_A,13.083269,80.268853,-68.77,3.5,95.11,21,38.54,1,5000,2026-01-08 07:32:00
762,Network_C,13.08376,80.269398,-54.18,4.66,51.73,7,67.63,0,2400,2026-01-04 21:27:00
763,Network_C,13.08139,80.271019,-66.41,2.91,85.55,45,43.2,0,5000,2026-01-07 16:28:00
764,Network_B,13.083653,80.269266,-83.3,4.23,132.96,38,10.94,0,2400,2026-01-29 21:52:00
765,Network_A,13.083703,80.271279,-51.39,4.76,56.52,11,72.71,0,5000,2026-01-24 02:30:00
766,Network_D,13.081818,80.271027,-46.05,1.99,13.03,63,24.89,1,5000,2026-01-10 07:55:00
767,Network_C,13.08141,80.269139,-58.37,4.24,87.22,62,25.47,0,5000,2026-01-01 19:20:00
768,Network_B,13.082066,80.272198,-57.84,5.06,86.76,26,38.81,1,2400,2026-01-01 17:59:00
769,Network_B,13.083923,80.272659,-62.91,1.1,59.72,44,25.15,1,2400,2026-01-26 07:07:00
770,Network_A,13.083961,80.272257,-55.68,7.73,80.31,20,48.66,1,5000,2026-01-24 03:59:00
